0.750,0,8.140,0,0.538,5.924,94.100,4.400,4,307.000,21.000,394.328,16.300,15.600
0.841,0,8.140,0,0.538,5.599,85.700,4.455,4,307.000,21.000,303.420,16.510,13.900
0.672,0,8.140,0,0.538,5.813,90.300,4.682,4,307.000,21.000,376.879,14.810,16.600
0.956,0,8.140,0,0.538,6.047,88.800,4.453,4,307.000,21.000,306.379,17.280,14.800
0.773,0,8.140,0,0.538,6.495,94.400,4.455,4,307.000,21.000,387.939,12.800,18.400
1.002,0,8.140,0,0.538,6.674,87.300,4.239,4,307.000,21.000,380.229,11.980,21.000
1.131,0,8.140,0,0.538,5.713,94.100,4.233,4,307.000,21.000,360.170,22.600,12.700
1.355,0,8.140,0,0.538,6.072,100.000,4.175,4,307.000,21.000,376.729,13.040,14.500
1.388,0,8.140,0,0.538,5.950,82.000,3.990,4,307.000,21.000,232.600,27.710,13.200
1.152,0,8.140,0,0.538,5.701,95.000,3.787,4,307.000,21.000,358.770,18.350,13.100
1.613,0,8.140,0,0.538,6.096,96.900,3.760,4,307.000,21.000,248.310,20.340,13.500
0.064,0,5.960,0,0.499,5.933,68.200,3.360,5,279.000,19.200,396.898,9.680,18.900
0.097,0,5.960,0,0.499,5.841,61.400,3.378,5,279.000,19.200,377.559,11.410,20.000
0.080,0,5.960,0,0.499,5.850,41.500,3.934,5,279.000,19.200,396.898,8.770,21.000
0.175,0,5.960,0,0.499,5.966,30.200,3.847,5,279.000,19.200,393.430,10.130,24.700
0.028,75.000,2.950,0,0.428,6.595,21.800,5.401,3,252.000,18.300,395.629,4.320,30.800
0.034,75.000,2.950,0,0.428,7.024,15.800,5.401,3,252.000,18.300,395.619,1.980,34.900
0.127,0,6.910,0,0.448,6.770,2.900,5.721,3,233.000,17.900,385.408,4.840,26.600
0.141,0,6.910,0,0.448,6.169,6.600,5.721,3,233.000,17.900,383.369,5.810,25.300
0.159,0,6.910,0,0.448,6.211,6.500,5.721,3,233.000,17.900,394.459,7.440,24.700
0.123,0,6.910,0,0.448,6.069,40.000,5.721,3,233.000,17.900,389.389,9.550,21.200
0.171,0,6.910,0,0.448,5.682,33.800,5.100,3,233.000,17.900,396.898,10.210,19.300
0.188,0,6.910,0,0.448,5.786,33.300,5.100,3,233.000,17.900,396.898,14.150,20.000
0.229,0,6.910,0,0.448,6.030,85.500,5.689,3,233.000,17.900,392.738,18.800,16.600
0.254,0,6.910,0,0.448,5.399,95.300,5.870,3,233.000,17.900,396.898,30.810,14.400
0.220,0,6.910,0,0.448,5.602,62.000,6.088,3,233.000,17.900,396.898,16.200,19.400
0.089,21.000,5.640,0,0.439,5.963,45.700,6.815,4,243.000,16.800,395.559,13.450,19.700
0.043,21.000,5.640,0,0.439,6.115,63.000,6.815,4,243.000,16.800,393.969,9.430,20.500
0.054,21.000,5.640,0,0.439,6.511,21.100,6.815,4,243.000,16.800,396.898,5.280,25.000
0.050,21.000,5.640,0,0.439,5.998,21.400,6.815,4,243.000,16.800,396.898,8.430,23.400
0.014,75.000,4.000,0,0.410,5.888,47.600,7.320,3,469.000,21.100,396.898,14.800,18.900
0.013,90.000,1.220,0,0.403,7.249,21.900,8.697,5,226.000,17.900,395.930,4.810,35.400
0.021,85.000,0.740,0,0.410,6.383,35.700,9.188,2,313.000,17.300,396.898,5.770,24.700
0.014,100.000,1.320,0,0.411,6.816,40.500,8.325,5,256.000,15.100,392.898,3.950,31.600
0.154,25.000,5.130,0,0.453,6.145,29.200,7.815,8,284.000,19.700,390.680,6.860,23.300
0.103,25.000,5.130,0,0.453,5.927,47.200,6.932,8,284.000,19.700,396.898,9.220,19.600
0.149,25.000,5.130,0,0.453,5.741,66.200,7.225,8,284.000,19.700,395.109,13.150,18.700
0.172,25.000,5.130,0,0.453,5.966,93.400,6.818,8,284.000,19.700,378.078,14.440,16.000
0.110,25.000,5.130,0,0.453,6.456,67.800,7.225,8,284.000,19.700,396.898,6.730,22.200
0.126,25.000,5.130,0,0.453,6.762,43.400,7.981,8,284.000,19.700,395.578,9.500,25.000
0.020,17.500,1.380,0,0.416,7.104,59.500,9.223,3,216.000,18.600,393.238,8.050,33.000
0.036,80.000,3.370,0,0.398,6.290,17.800,6.611,4,337.000,16.100,396.898,4.670,23.500
0.044,80.000,3.370,0,0.398,5.787,31.100,6.611,4,337.000,16.100,396.898,10.240,19.400
0.058,12.500,6.070,0,0.409,5.878,21.400,6.498,4,345.000,18.900,396.209,8.100,22.000
0.136,12.500,6.070,0,0.409,5.594,36.800,6.498,4,345.000,18.900,396.898,13.090,17.400
0.128,12.500,6.070,0,0.409,5.885,33.000,6.498,4,345.000,18.900,396.898,8.790,20.900
0.088,0,10.810,0,0.413,6.417,6.600,5.287,4,305.000,19.200,383.729,6.720,24.200
0.159,0,10.810,0,0.413,5.961,17.500,5.287,4,305.000,19.200,376.939,9.880,21.700
0.092,0,10.810,0,0.413,6.065,7.800,5.287,4,305.000,19.200,390.908,5.520,22.800
0.195,0,10.810,0,0.413,6.245,6.200,5.287,4,305.000,19.200,377.170,7.540,23.400
0.079,0,12.830,0,0.437,6.273,6.000,4.251,5,398.000,18.700,394.920,6.780,24.100
0.095,0,12.830,0,0.437,6.286,45.000,4.503,5,398.000,18.700,383.229,8.940,21.400
0.102,0,12.830,0,0.437,6.279,74.500,4.052,5,398.000,18.700,373.658,11.970,20.000
0.087,0,12.830,0,0.437,6.140,45.800,4.090,5,398.000,18.700,386.959,10.270,20.800
0.056,0,12.830,0,0.437,6.232,53.700,5.014,5,398.000,18.700,386.398,12.340,21.200
0.084,0,12.830,0,0.437,5.874,36.600,4.503,5,398.000,18.700,396.059,9.100,20.300
0.041,25.000,4.860,0,0.426,6.727,33.500,5.401,4,281.000,19.000,396.898,5.290,28.000
0.045,25.000,4.860,0,0.426,6.619,70.400,5.401,4,281.000,19.000,395.629,7.220,23.900
0.037,25.000,4.860,0,0.426,6.302,32.200,5.401,4,281.000,19.000,396.898,6.720,24.800
0.036,25.000,4.860,0,0.426,6.167,46.700,5.401,4,281.000,19.000,390.639,7.510,22.900
0.051,0,4.490,0,0.449,6.389,48.000,4.779,3,247.000,18.500,396.898,9.620,23.900
0.057,0,4.490,0,0.449,6.630,56.100,4.438,3,247.000,18.500,392.299,6.530,26.600
0.052,0,4.490,0,0.449,6.015,45.100,4.427,3,247.000,18.500,395.988,12.860,22.500
0.072,0,4.490,0,0.449,6.121,56.800,3.748,3,247.000,18.500,395.148,8.440,22.200
0.057,0,3.410,0,0.489,7.007,86.300,3.422,2,270.000,17.800,396.898,5.500,23.600
0.053,0,3.410,0,0.489,7.079,63.100,3.414,2,270.000,17.800,396.059,5.700,28.700
0.047,0,3.410,0,0.489,6.417,66.100,3.092,2,270.000,17.800,392.180,8.810,22.600
0.039,0,3.410,0,0.489,6.405,73.900,3.092,2,270.000,17.800,393.549,8.200,22.000
0.042,28.000,15.040,0,0.464,6.442,53.600,3.666,4,270.000,18.200,395.010,8.160,22.900
0.029,28.000,15.040,0,0.464,6.211,28.900,3.666,4,270.000,18.200,396.328,6.210,25.000
0.043,28.000,15.040,0,0.464,6.249,77.300,3.615,4,270.000,18.200,396.898,10.590,20.600
0.122,0,2.890,0,0.445,6.625,57.800,3.495,2,276.000,18.000,357.979,6.650,28.400
0.115,0,2.890,0,0.445,6.163,69.600,3.495,2,276.000,18.000,391.828,11.340,21.400
0.121,0,2.890,0,0.445,8.069,76.000,3.495,2,276.000,18.000,396.898,4.210,38.700
0.082,0,2.890,0,0.445,7.820,36.900,3.495,2,276.000,18.000,393.529,3.570,43.800
0.069,0,2.890,0,0.445,7.416,62.500,3.495,2,276.000,18.000,396.898,6.190,33.200
0.149,0,8.560,0,0.520,6.727,79.900,2.778,5,384.000,20.900,394.760,9.420,27.500
0.114,0,8.560,0,0.520,6.781,71.300,2.856,5,384.000,20.900,395.578,7.670,26.500
0.229,0,8.560,0,0.520,6.405,85.400,2.715,5,384.000,20.900,70.800,10.630,18.600
0.212,0,8.560,0,0.520,6.137,87.400,2.715,5,384.000,20.900,394.469,13.440,19.300
0.140,0,8.560,0,0.520,6.167,90.000,2.421,5,384.000,20.900,392.689,12.330,20.100
0.133,0,8.560,0,0.520,5.851,96.700,2.107,5,384.000,20.900,394.049,16.470,19.500
0.171,0,8.560,0,0.520,5.836,91.900,2.211,5,384.000,20.900,395.670,18.660,19.500
0.131,0,8.560,0,0.520,6.127,85.200,2.122,5,384.000,20.900,387.689,14.090,20.400
0.128,0,8.560,0,0.520,6.474,97.100,2.433,5,384.000,20.900,395.238,12.270,19.800
0.264,0,8.560,0,0.520,6.229,91.200,2.545,5,384.000,20.900,391.229,15.550,19.400
0.108,0,8.560,0,0.520,6.195,54.400,2.778,5,384.000,20.900,393.488,13.000,21.700
0.101,0,10.010,0,0.547,6.715,81.600,2.677,6,432.000,17.800,395.590,10.160,22.800
0.123,0,10.010,0,0.547,5.913,92.900,2.353,6,432.000,17.800,394.949,16.210,18.800
0.222,0,10.010,0,0.547,6.092,95.400,2.548,6,432.000,17.800,396.898,17.090,18.700
0.142,0,10.010,0,0.547,6.254,84.200,2.256,6,432.000,17.800,388.738,10.450,18.500
0.171,0,10.010,0,0.547,5.928,88.200,2.463,6,432.000,17.800,344.908,15.760,18.300
0.132,0,10.010,0,0.547,6.176,72.500,2.730,6,432.000,17.800,393.299,12.040,21.200
0.151,0,10.010,0,0.547,6.021,82.600,2.747,6,432.000,17.800,394.510,10.300,19.200
0.131,0,10.010,0,0.547,5.872,73.100,2.477,6,432.000,17.800,338.629,15.370,20.400
0.145,0,10.010,0,0.547,5.731,65.200,2.759,6,432.000,17.800,391.500,13.610,19.300
0.069,0,25.650,0,0.581,5.870,69.700,2.258,2,188.000,19.100,389.148,14.370,22.000
0.072,0,25.650,0,0.581,6.004,84.100,2.197,2,188.000,19.100,377.670,14.270,20.300
0.093,0,25.650,0,0.581,5.961,92.900,2.087,2,188.000,19.100,378.090,17.930,20.500
0.150,0,25.650,0,0.581,5.856,97.000,1.944,2,188.000,19.100,370.309,25.410,17.300
0.098,0,25.650,0,0.581,5.879,95.800,2.006,2,188.000,19.100,379.379,17.580,18.800
0.169,0,25.650,0,0.581,5.986,88.400,1.993,2,188.000,19.100,385.020,14.810,21.400
0.387,0,25.650,0,0.581,5.613,95.600,1.757,2,188.000,19.100,359.289,27.260,15.700
0.259,0,21.890,0,0.624,5.693,96.000,1.788,4,437.000,21.200,392.109,17.190,16.200
0.325,0,21.890,0,0.624,6.431,98.800,1.812,4,437.000,21.200,396.898,15.390,18.000
0.881,0,21.890,0,0.624,5.637,94.700,1.980,4,437.000,21.200,396.898,18.340,14.300
0.340,0,21.890,0,0.624,6.458,98.900,2.118,4,437.000,21.200,395.039,12.600,19.200
1.193,0,21.890,0,0.624,6.326,97.700,2.271,4,437.000,21.200,396.898,12.260,19.600
0.590,0,21.890,0,0.624,6.372,97.900,2.327,4,437.000,21.200,385.760,11.120,23.000
0.330,0,21.890,0,0.624,5.822,95.400,2.470,4,437.000,21.200,388.689,15.030,18.400
0.976,0,21.890,0,0.624,5.757,98.400,2.346,4,437.000,21.200,262.760,17.310,15.600
0.558,0,21.890,0,0.624,6.335,98.200,2.111,4,437.000,21.200,394.670,16.960,18.100
0.323,0,21.890,0,0.624,5.942,93.500,1.967,4,437.000,21.200,378.250,16.900,17.400
0.352,0,21.890,0,0.624,6.454,98.400,1.850,4,437.000,21.200,394.078,14.590,17.100
0.250,0,21.890,0,0.624,5.857,98.200,1.669,4,437.000,21.200,392.039,21.320,13.300
0.545,0,21.890,0,0.624,6.151,97.900,1.669,4,437.000,21.200,396.898,18.460,17.800
0.291,0,21.890,0,0.624,6.174,93.600,1.612,4,437.000,21.200,388.078,24.160,14.000
1.629,0,21.890,0,0.624,5.019,100.000,1.439,4,437.000,21.200,396.898,34.410,14.400
3.321,0,19.580,1,0.871,5.403,100.000,1.322,5,403.000,14.700,396.898,26.820,13.400
4.097,0,19.580,0,0.871,5.468,100.000,1.412,5,403.000,14.700,396.898,26.420,15.600
2.780,0,19.580,0,0.871,4.903,97.800,1.346,5,403.000,14.700,396.898,29.290,11.800
2.379,0,19.580,0,0.871,6.130,100.000,1.419,5,403.000,14.700,172.909,27.800,13.800
2.155,0,19.580,0,0.871,5.628,100.000,1.517,5,403.000,14.700,169.270,16.650,15.600
2.369,0,19.580,0,0.871,4.926,95.700,1.461,5,403.000,14.700,391.709,29.530,14.600
2.331,0,19.580,0,0.871,5.186,93.800,1.530,5,403.000,14.700,356.988,28.320,17.800
2.734,0,19.580,0,0.871,5.597,94.900,1.526,5,403.000,14.700,351.850,21.450,15.400
1.657,0,19.580,0,0.871,6.122,97.300,1.618,5,403.000,14.700,372.799,14.100,21.500
1.496,0,19.580,0,0.871,5.404,100.000,1.592,5,403.000,14.700,341.600,13.280,19.600
1.127,0,19.580,1,0.871,5.012,88.000,1.610,5,403.000,14.700,343.279,12.120,15.300
2.149,0,19.580,0,0.871,5.709,98.500,1.623,5,403.000,14.700,261.949,15.790,19.400
1.414,0,19.580,1,0.871,6.129,96.000,1.749,5,403.000,14.700,321.020,15.120,17.000
3.535,0,19.580,1,0.871,6.152,82.600,1.745,5,403.000,14.700,88.010,15.020,15.600
2.447,0,19.580,0,0.871,5.272,94.000,1.736,5,403.000,14.700,88.630,16.140,13.100
1.224,0,19.580,0,0.605,6.943,97.400,1.877,5,403.000,14.700,363.430,4.590,41.300
1.343,0,19.580,0,0.605,6.066,100.000,1.757,5,403.000,14.700,353.889,6.430,24.300
1.425,0,19.580,0,0.871,6.510,100.000,1.766,5,403.000,14.700,364.309,7.390,23.300
1.273,0,19.580,1,0.605,6.250,92.600,1.798,5,403.000,14.700,338.920,5.500,27.000
1.463,0,19.580,0,0.605,7.489,90.800,1.971,5,403.000,14.700,374.430,1.730,50.000
1.834,0,19.580,1,0.605,7.802,98.200,2.041,5,403.000,14.700,389.609,1.920,50.000
1.519,0,19.580,1,0.605,8.375,93.900,2.162,5,403.000,14.700,388.449,3.320,50.000
2.242,0,19.580,0,0.605,5.854,91.800,2.422,5,403.000,14.700,395.109,11.640,22.700
2.924,0,19.580,0,0.605,6.101,93.000,2.283,5,403.000,14.700,240.159,9.810,25.000
2.010,0,19.580,0,0.605,7.929,96.200,2.046,5,403.000,14.700,369.299,3.700,50.000
1.800,0,19.580,0,0.605,5.877,79.200,2.426,5,403.000,14.700,227.609,12.140,23.800
2.300,0,19.580,0,0.605,6.319,96.100,2.100,5,403.000,14.700,297.090,11.100,23.800
2.450,0,19.580,0,0.605,6.402,95.200,2.262,5,403.000,14.700,330.039,11.320,22.300
1.207,0,19.580,0,0.605,5.875,94.600,2.426,5,403.000,14.700,292.289,14.430,17.400
2.314,0,19.580,0,0.605,5.880,97.300,2.389,5,403.000,14.700,348.129,12.030,19.100
0.139,0,4.050,0,0.510,5.572,88.500,2.596,5,296.000,16.600,396.898,14.690,23.100
0.092,0,4.050,0,0.510,6.416,84.100,2.646,5,296.000,16.600,395.500,9.040,23.600
0.084,0,4.050,0,0.510,5.859,68.700,2.702,5,296.000,16.600,393.229,9.640,22.600
0.067,0,4.050,0,0.510,6.546,33.100,3.132,5,296.000,16.600,390.959,5.330,29.400
0.070,0,4.050,0,0.510,6.020,47.200,3.555,5,296.000,16.600,393.229,10.110,23.200
0.054,0,4.050,0,0.510,6.315,73.400,3.317,5,296.000,16.600,395.600,6.290,24.600
0.066,0,4.050,0,0.510,6.860,74.400,2.915,5,296.000,16.600,391.270,6.920,29.900
0.058,0,2.460,0,0.488,6.980,58.400,2.829,3,193.000,17.800,396.898,5.040,37.200
0.066,0,2.460,0,0.488,7.765,83.300,2.741,3,193.000,17.800,395.559,7.560,39.800
0.069,0,2.460,0,0.488,6.144,62.200,2.598,3,193.000,17.800,396.898,9.450,36.200
0.091,0,2.460,0,0.488,7.155,92.200,2.701,3,193.000,17.800,394.119,4.820,37.900
0.100,0,2.460,0,0.488,6.563,95.600,2.847,3,193.000,17.800,396.898,5.680,32.500
0.083,0,2.460,0,0.488,5.604,89.800,2.988,3,193.000,17.800,391.000,13.980,26.400
0.060,0,2.460,0,0.488,6.153,68.800,3.280,3,193.000,17.800,387.109,13.150,29.600
0.056,0,2.460,0,0.488,7.831,53.600,3.199,3,193.000,17.800,392.629,4.450,50.000
0.079,45.000,3.440,0,0.437,6.782,41.100,3.789,5,398.000,15.200,393.869,6.680,32.000
0.126,45.000,3.440,0,0.437,6.556,29.100,4.567,5,398.000,15.200,382.840,4.560,29.800
0.084,45.000,3.440,0,0.437,7.185,38.900,4.567,5,398.000,15.200,396.898,5.390,34.900
0.091,45.000,3.440,0,0.437,6.951,21.500,6.480,5,398.000,15.200,377.680,5.100,37.000
0.069,45.000,3.440,0,0.437,6.739,30.800,6.480,5,398.000,15.200,389.709,4.690,30.500
0.087,45.000,3.440,0,0.437,7.178,26.300,6.480,5,398.000,15.200,390.488,2.870,36.400
0.022,60.000,2.930,0,0.401,6.800,9.900,6.220,1,265.000,15.600,393.369,5.030,31.100
0.014,60.000,2.930,0,0.401,6.604,18.800,6.220,1,265.000,15.600,376.699,4.380,29.100
0.014,80.000,0.460,0,0.422,7.875,32.000,5.648,4,255.000,14.400,394.229,2.970,50.000
0.040,80.000,1.520,0,0.404,7.287,34.100,7.309,2,329.000,12.600,396.898,4.080,33.300
0.047,80.000,1.520,0,0.404,7.107,36.600,7.309,2,329.000,12.600,354.309,8.610,30.300
0.038,80.000,1.520,0,0.404,7.274,38.300,7.309,2,329.000,12.600,392.199,6.620,34.600
0.031,95.000,1.470,0,0.403,6.975,15.300,7.653,3,402.000,17.000,396.898,4.560,34.900
0.018,95.000,1.470,0,0.403,7.135,13.900,7.653,3,402.000,17.000,384.299,4.450,32.900
0.034,82.500,2.030,0,0.415,6.162,38.400,6.270,2,348.000,14.700,393.770,7.430,24.100
0.022,82.500,2.030,0,0.415,7.610,15.700,6.270,2,348.000,14.700,395.379,3.110,42.300
0.035,95.000,2.680,0,0.416,7.853,33.200,5.118,4,224.000,14.700,392.779,3.810,48.500
0.020,95.000,2.680,0,0.416,8.034,31.900,5.118,4,224.000,14.700,390.549,2.880,50.000
0.136,0,10.590,0,0.489,5.891,22.300,3.945,4,277.000,18.600,396.898,10.870,22.600
0.230,0,10.590,0,0.489,6.326,52.500,4.355,4,277.000,18.600,394.869,10.970,24.400
0.252,0,10.590,0,0.489,5.783,72.700,4.355,4,277.000,18.600,389.430,18.060,22.500
0.136,0,10.590,1,0.489,6.064,59.100,4.239,4,277.000,18.600,381.318,14.660,24.400
0.436,0,10.590,1,0.489,5.344,100.000,3.875,4,277.000,18.600,396.898,23.090,20.000
0.174,0,10.590,1,0.489,5.960,92.100,3.877,4,277.000,18.600,393.250,17.270,21.700
0.376,0,10.590,1,0.489,5.404,88.600,3.665,4,277.000,18.600,395.238,23.980,19.300
0.217,0,10.590,1,0.489,5.807,53.800,3.653,4,277.000,18.600,390.939,16.030,22.400
0.141,0,10.590,0,0.489,6.375,32.300,3.945,4,277.000,18.600,385.809,9.380,28.100
0.290,0,10.590,0,0.489,5.412,9.800,3.587,4,277.000,18.600,348.930,29.550,23.700
0.198,0,10.590,0,0.489,6.182,42.400,3.945,4,277.000,18.600,393.629,9.470,25.000
0.046,0,13.890,1,0.550,5.888,56.000,3.112,5,276.000,16.400,392.799,13.510,23.300
0.070,0,13.890,0,0.550,6.642,85.100,3.421,5,276.000,16.400,392.779,9.690,28.700
0.111,0,13.890,1,0.550,5.951,93.800,2.889,5,276.000,16.400,396.898,17.920,21.500
0.114,0,13.890,1,0.550,6.373,92.400,3.363,5,276.000,16.400,393.738,10.500,23.000
0.358,0,6.200,1,0.507,6.951,88.500,2.862,8,307.000,17.400,391.699,9.710,26.700
0.408,0,6.200,1,0.507,6.164,91.300,3.048,8,307.000,17.400,395.238,21.460,21.700
0.624,0,6.200,1,0.507,6.879,77.700,3.272,8,307.000,17.400,390.389,9.930,27.500
0.615,0,6.200,0,0.507,6.618,80.800,3.272,8,307.000,17.400,396.898,7.600,30.100
0.315,0,6.200,0,0.504,8.266,78.300,2.894,8,307.000,17.400,385.049,4.140,44.800
0.527,0,6.200,0,0.504,8.725,83.000,2.894,8,307.000,17.400,382.000,4.630,50.000
0.382,0,6.200,0,0.504,8.040,86.500,3.216,8,307.000,17.400,387.379,3.130,37.600
0.412,0,6.200,0,0.504,7.163,79.900,3.216,8,307.000,17.400,372.078,6.360,31.600
0.298,0,6.200,0,0.504,7.686,17.000,3.375,8,307.000,17.400,377.510,3.920,46.700
0.442,0,6.200,0,0.504,6.552,21.400,3.375,8,307.000,17.400,380.340,3.760,31.500
0.537,0,6.200,0,0.504,5.981,68.100,3.671,8,307.000,17.400,378.350,11.650,24.300
0.463,0,6.200,0,0.504,7.412,76.900,3.671,8,307.000,17.400,376.139,5.250,31.700
0.575,0,6.200,0,0.507,8.337,73.300,3.838,8,307.000,17.400,385.908,2.470,41.700
0.331,0,6.200,0,0.507,8.247,70.400,3.652,8,307.000,17.400,378.949,3.950,48.300
0.448,0,6.200,1,0.507,6.726,66.500,3.652,8,307.000,17.400,360.199,8.050,29.000
0.330,0,6.200,0,0.507,6.086,61.500,3.652,8,307.000,17.400,376.750,10.880,24.000
0.521,0,6.200,1,0.507,6.631,76.500,4.148,8,307.000,17.400,388.449,9.540,25.100
0.512,0,6.200,0,0.507,7.358,71.600,4.148,8,307.000,17.400,390.068,4.730,31.500
0.082,30.000,4.930,0,0.428,6.481,18.500,6.190,6,300.000,16.600,379.408,6.360,23.700
0.093,30.000,4.930,0,0.428,6.606,42.200,6.190,6,300.000,16.600,383.779,7.370,23.300
0.113,30.000,4.930,0,0.428,6.897,54.300,6.336,6,300.000,16.600,391.250,11.380,22.000
0.106,30.000,4.930,0,0.428,6.095,65.100,6.336,6,300.000,16.600,394.619,12.400,20.100
0.103,30.000,4.930,0,0.428,6.358,52.900,7.035,6,300.000,16.600,372.750,11.220,22.200
0.128,30.000,4.930,0,0.428,6.393,7.800,7.035,6,300.000,16.600,374.709,5.190,23.700
0.206,22.000,5.860,0,0.431,5.593,76.500,7.955,7,330.000,19.100,372.488,12.500,17.600
0.191,22.000,5.860,0,0.431,5.605,70.200,7.955,7,330.000,19.100,389.129,18.460,18.500
0.340,22.000,5.860,0,0.431,6.108,34.900,8.055,7,330.000,19.100,390.180,9.160,24.300
0.197,22.000,5.860,0,0.431,6.226,79.200,8.055,7,330.000,19.100,376.139,10.150,20.500
0.164,22.000,5.860,0,0.431,6.433,49.100,7.826,7,330.000,19.100,374.709,9.520,24.500
0.191,22.000,5.860,0,0.431,6.718,17.500,7.826,7,330.000,19.100,393.738,6.560,26.200
0.140,22.000,5.860,0,0.431,6.487,13.000,7.397,7,330.000,19.100,396.279,5.900,24.400
0.214,22.000,5.860,0,0.431,6.438,8.900,7.397,7,330.000,19.100,377.068,3.590,24.800
0.082,22.000,5.860,0,0.431,6.957,6.800,8.907,7,330.000,19.100,386.090,3.530,29.600
0.369,22.000,5.860,0,0.431,8.259,8.400,8.907,7,330.000,19.100,396.898,3.540,42.800
0.048,80.000,3.640,0,0.392,6.108,32.000,9.220,1,315.000,16.400,392.889,6.570,21.900
0.035,80.000,3.640,0,0.392,5.876,19.100,9.220,1,315.000,16.400,395.180,9.250,20.900
0.015,90.000,3.750,0,0.394,7.454,34.200,6.336,3,244.000,15.900,386.340,3.110,44.000
0.612,20.000,3.970,0,0.647,8.704,86.900,1.801,5,264.000,13.000,389.699,5.120,50.000
0.664,20.000,3.970,0,0.647,7.333,100.000,1.895,5,264.000,13.000,383.289,7.790,36.000
0.657,20.000,3.970,0,0.647,6.842,100.000,2.011,5,264.000,13.000,391.930,6.900,30.100
0.540,20.000,3.970,0,0.647,7.203,81.800,2.112,5,264.000,13.000,392.799,9.590,33.800
0.534,20.000,3.970,0,0.647,7.520,89.400,2.140,5,264.000,13.000,388.369,7.260,43.100
0.520,20.000,3.970,0,0.647,8.398,91.500,2.288,5,264.000,13.000,386.859,5.910,48.800
0.825,20.000,3.970,0,0.647,7.327,94.500,2.079,5,264.000,13.000,393.420,11.250,31.000
0.550,20.000,3.970,0,0.647,7.206,91.600,1.930,5,264.000,13.000,387.889,8.100,36.500
0.762,20.000,3.970,0,0.647,5.560,62.800,1.986,5,264.000,13.000,392.398,10.450,22.800
0.786,20.000,3.970,0,0.647,7.014,84.600,2.133,5,264.000,13.000,384.068,14.790,30.700
0.578,20.000,3.970,0,0.575,8.297,67.000,2.422,5,264.000,13.000,384.539,7.440,50.000
0.540,20.000,3.970,0,0.575,7.470,52.600,2.872,5,264.000,13.000,390.299,3.160,43.500
0.091,20.000,6.960,1,0.464,5.920,61.500,3.917,3,223.000,18.600,391.340,13.650,20.700
0.299,20.000,6.960,0,0.464,5.856,42.100,4.429,3,223.000,18.600,388.648,13.000,21.100
0.162,20.000,6.960,0,0.464,6.240,16.300,4.429,3,223.000,18.600,396.898,6.590,25.200
0.115,20.000,6.960,0,0.464,6.538,58.700,3.917,3,223.000,18.600,394.959,7.730,24.400
0.222,20.000,6.960,1,0.464,7.691,51.800,4.366,3,223.000,18.600,390.770,6.580,35.200
0.056,40.000,6.410,1,0.447,6.758,32.900,4.078,4,254.000,17.600,396.898,3.530,32.400
0.096,40.000,6.410,0,0.447,6.854,42.800,4.267,4,254.000,17.600,396.898,2.980,32.000
